Country Name,Country Code,Indicator Name,Indicator Code,Year,Gini index
Uzbekistan,UZB,Gini index,SI.POV.GINI,1998,44.3
Venezuela, RB,Gini index,SI.POV.GINI,1998,48.0
Yemen, Rep.,Gini index,SI.POV.GINI,1998,35.0
Zambia,ZMB,Gini index,SI.POV.GINI,1998,49.1
Argentina,ARG,Gini index,SI.POV.GINI,1999,49.8
Armenia,ARM,Gini index,SI.POV.GINI,1999,36.2
Austria,AUT,Gini index,SI.POV.GINI,1999,29.7
Belarus,BLR,Gini index,SI.POV.GINI,1999,31.7
Belize,BLZ,Gini index,SI.POV.GINI,1999,53.2
Bolivia,BOL,Gini index,SI.POV.GINI,1999,58.0
Brazil,BRA,Gini index,SI.POV.GINI,1999,59.0
Canada,CAN,Gini index,SI.POV.GINI,1999,33.1
China,CHN,Gini index,SI.POV.GINI,1999,38.7
Colombia,COL,Gini index,SI.POV.GINI,1999,58.5
Costa Rica,CRI,Gini index,SI.POV.GINI,1999,47.6
Germany,DEU,Gini index,SI.POV.GINI,1999,29.0
Ecuador,ECU,Gini index,SI.POV.GINI,1999,58.6
Egypt, Arab Rep.,Gini index,SI.POV.GINI,1999,30.8
Spain,ESP,Gini index,SI.POV.GINI,1999,33.8
Ethiopia,ETH,Gini index,SI.POV.GINI,1999,30.0
France,FRA,Gini index,SI.POV.GINI,1999,32.5
United Kingdom,GBR,Gini index,SI.POV.GINI,1999,36.8
Georgia,GEO,Gini index,SI.POV.GINI,1999,40.1
Honduras,HND,Gini index,SI.POV.GINI,1999,55.2
Indonesia,IDN,Gini index,SI.POV.GINI,1999,30.8
Jamaica,JAM,Gini index,SI.POV.GINI,1999,44.1
Luxembourg,LUX,Gini index,SI.POV.GINI,1999,30.0
Moldova,MDA,Gini index,SI.POV.GINI,1999,42.6
Madagascar,MDG,Gini index,SI.POV.GINI,1999,38.6
Netherlands,NLD,Gini index,SI.POV.GINI,1999,28.1
Panama,PAN,Gini index,SI.POV.GINI,1999,56.4
Peru,PER,Gini index,SI.POV.GINI,1999,54.8
Paraguay,PRY,Gini index,SI.POV.GINI,1999,54.6
El Salvador,SLV,Gini index,SI.POV.GINI,1999,52.1
Thailand,THA,Gini index,SI.POV.GINI,1999,43.1
Tajikistan,TJK,Gini index,SI.POV.GINI,1999,29.5
Uganda,UGA,Gini index,SI.POV.GINI,1999,43.0
United States,USA,Gini index,SI.POV.GINI,1999,40.0
Venezuela, RB,Gini index,SI.POV.GINI,1999,47.7
Angola,AGO,Gini index,SI.POV.GINI,2000,51.9
Argentina,ARG,Gini index,SI.POV.GINI,2000,51.0
Austria,AUT,Gini index,SI.POV.GINI,2000,29.0
Belgium,BEL,Gini index,SI.POV.GINI,2000,33.1
Bangladesh,BGD,Gini index,SI.POV.GINI,2000,33.4
Belarus,BLR,Gini index,SI.POV.GINI,2000,31.2
Bolivia,BOL,Gini index,SI.POV.GINI,2000,61.6
Canada,CAN,Gini index,SI.POV.GINI,2000,33.4
Switzerland,CHE,Gini index,SI.POV.GINI,2000,33.4
Chile,CHL,Gini index,SI.POV.GINI,2000,52.8
Colombia,COL,Gini index,SI.POV.GINI,2000,58.4
Costa Rica,CRI,Gini index,SI.POV.GINI,2000,47.4
Germany,DEU,Gini index,SI.POV.GINI,2000,28.9
Denmark,DNK,Gini index,SI.POV.GINI,2000,23.8
Dominican Republic,DOM,Gini index,SI.POV.GINI,2000,51.5
Ecuador,ECU,Gini index,SI.POV.GINI,2000,56.3
Spain,ESP,Gini index,SI.POV.GINI,2000,34.1
Finland,FIN,Gini index,SI.POV.GINI,2000,27.2
France,FRA,Gini index,SI.POV.GINI,2000,32.6
United Kingdom,GBR,Gini index,SI.POV.GINI,2000,38.8
Georgia,GEO,Gini index,SI.POV.GINI,2000,40.5
Greece,GRC,Gini index,SI.POV.GINI,2000,34.2
Guatemala,GTM,Gini index,SI.POV.GINI,2000,54.2
Indonesia,IDN,Gini index,SI.POV.GINI,2000,30.3
Ireland,IRL,Gini index,SI.POV.GINI,2000,33.0
Italy,ITA,Gini index,SI.POV.GINI,2000,35.2
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,2000,31.0
Luxembourg,LUX,Gini index,SI.POV.GINI,2000,30.1
Morocco,MAR,Gini index,SI.POV.GINI,2000,40.6
Moldova,MDA,Gini index,SI.POV.GINI,2000,36.4
Mexico,MEX,Gini index,SI.POV.GINI,2000,53.4
Mauritania,MRT,Gini index,SI.POV.GINI,2000,39.0
Norway,NOR,Gini index,SI.POV.GINI,2000,27.4
Panama,PAN,Gini index,SI.POV.GINI,2000,56.6
Peru,PER,Gini index,SI.POV.GINI,2000,49.1
Philippines,PHL,Gini index,SI.POV.GINI,2000,47.7
Rwanda,RWA,Gini index,SI.POV.GINI,2000,48.5
El Salvador,SLV,Gini index,SI.POV.GINI,2000,51.5
Sao Tome and Principe,STP,Gini index,SI.POV.GINI,2000,32.1
Sweden,SWE,Gini index,SI.POV.GINI,2000,27.0
Eswatini,SWZ,Gini index,SI.POV.GINI,2000,53.1
Thailand,THA,Gini index,SI.POV.GINI,2000,42.8
Tonga,TON,Gini index,SI.POV.GINI,2000,37.7
Tunisia,TUN,Gini index,SI.POV.GINI,2000,40.8
Tanzania,TZA,Gini index,SI.POV.GINI,2000,37.3
Uruguay,URY,Gini index,SI.POV.GINI,2000,42.9
United States,USA,Gini index,SI.POV.GINI,2000,40.1
Uzbekistan,UZB,Gini index,SI.POV.GINI,2000,36.0
South Africa,ZAF,Gini index,SI.POV.GINI,2000,57.8
Argentina,ARG,Gini index,SI.POV.GINI,2001,53.3
Armenia,ARM,Gini index,SI.POV.GINI,2001,35.4
Australia,AUS,Gini index,SI.POV.GINI,2001,33.5
Azerbaijan,AZE,Gini index,SI.POV.GINI,2001,36.5
Bosnia and Herzegovina,BIH,Gini index,SI.POV.GINI,2001,30.0
Belarus,BLR,Gini index,SI.POV.GINI,2001,30.6
Bolivia,BOL,Gini index,SI.POV.GINI,2001,57.4
Brazil,BRA,Gini index,SI.POV.GINI,2001,58.4
Canada,CAN,Gini index,SI.POV.GINI,2001,33.6
Cameroon,CMR,Gini index,SI.POV.GINI,2001,42.1
Colombia,COL,Gini index,SI.POV.GINI,2001,57.3
Cabo Verde,CPV,Gini index,SI.POV.GINI,2001,52.5
Costa Rica,CRI,Gini index,SI.POV.GINI,2001,51.5
Germany,DEU,Gini index,SI.POV.GINI,2001,29.9
Dominican Republic,DOM,Gini index,SI.POV.GINI,2001,50.0
France,FRA,Gini index,SI.POV.GINI,2001,32.5
United Kingdom,GBR,Gini index,SI.POV.GINI,2001,37.1
Georgia,GEO,Gini index,SI.POV.GINI,2001,39.6
Honduras,HND,Gini index,SI.POV.GINI,2001,55.4
Indonesia,IDN,Gini index,SI.POV.GINI,2001,31.2
Israel,ISR,Gini index,SI.POV.GINI,2001,38.9
Kazakhstan,KAZ,Gini index,SI.POV.GINI,2001,36.0
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,2001,30.2
Luxembourg,LUX,Gini index,SI.POV.GINI,2001,30.9
Moldova,MDA,Gini index,SI.POV.GINI,2001,38.0
Madagascar,MDG,Gini index,SI.POV.GINI,2001,47.4
Mali,MLI,Gini index,SI.POV.GINI,2001,39.9
Nicaragua,NIC,Gini index,SI.POV.GINI,2001,52.9
Pakistan,PAK,Gini index,SI.POV.GINI,2001,28.7
Panama,PAN,Gini index,SI.POV.GINI,2001,56.7
Peru,PER,Gini index,SI.POV.GINI,2001,51.3
Paraguay,PRY,Gini index,SI.POV.GINI,2001,54.6
Senegal,SEN,Gini index,SI.POV.GINI,2001,41.2
El Salvador,SLV,Gini index,SI.POV.GINI,2001,51.3
Sweden,SWE,Gini index,SI.POV.GINI,2001,26.5
Timor-Leste,TLS,Gini index,SI.POV.GINI,2001,35.9
Uruguay,URY,Gini index,SI.POV.GINI,2001,45.0
United States,USA,Gini index,SI.POV.GINI,2001,40.6
Venezuela, RB,Gini index,SI.POV.GINI,2001,47.2
Albania,ALB,Gini index,SI.POV.GINI,2002,31.7
Argentina,ARG,Gini index,SI.POV.GINI,2002,53.8
Armenia,ARM,Gini index,SI.POV.GINI,2002,34.8
Azerbaijan,AZE,Gini index,SI.POV.GINI,2002,25.3
Belarus,BLR,Gini index,SI.POV.GINI,2002,30.3
Bolivia,BOL,Gini index,SI.POV.GINI,2002,59.3
Brazil,BRA,Gini index,SI.POV.GINI,2002,58.1
Botswana,BWA,Gini index,SI.POV.GINI,2002,64.7
Canada,CAN,Gini index,SI.POV.GINI,2002,33.6
Switzerland,CHE,Gini index,SI.POV.GINI,2002,31.7
China,CHN,Gini index,SI.POV.GINI,2002,42.0
Cote d'Ivoire,CIV,Gini index,SI.POV.GINI,2002,41.3
Colombia,COL,Gini index,SI.POV.GINI,2002,56.0
Costa Rica,CRI,Gini index,SI.POV.GINI,2002,51.8
Czechia,CZE,Gini index,SI.POV.GINI,2002,26.6
Germany,DEU,Gini index,SI.POV.GINI,2002,29.8
Djibouti,DJI,Gini index,SI.POV.GINI,2002,40.0
Dominican Republic,DOM,Gini index,SI.POV.GINI,2002,49.7
Fiji,FJI,Gini index,SI.POV.GINI,2002,38.1
France,FRA,Gini index,SI.POV.GINI,2002,31.8
United Kingdom,GBR,Gini index,SI.POV.GINI,2002,35.1
Georgia,GEO,Gini index,SI.POV.GINI,2002,37.2
Guinea,GIN,Gini index,SI.POV.GINI,2002,43.0
Guinea-Bissau,GNB,Gini index,SI.POV.GINI,2002,35.6
Honduras,HND,Gini index,SI.POV.GINI,2002,55.7
Indonesia,IDN,Gini index,SI.POV.GINI,2002,30.2
Ireland,IRL,Gini index,SI.POV.GINI,2002,32.3
Israel,ISR,Gini index,SI.POV.GINI,2002,39.6
Italy,ITA,Gini index,SI.POV.GINI,2002,34.7
Jamaica,JAM,Gini index,SI.POV.GINI,2002,48.3
Jordan,JOR,Gini index,SI.POV.GINI,2002,37.0
Kazakhstan,KAZ,Gini index,SI.POV.GINI,2002,34.8
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,2002,30.3
Lao PDR,LAO,Gini index,SI.POV.GINI,2002,32.6
Sri Lanka,LKA,Gini index,SI.POV.GINI,2002,40.2
Lesotho,LSO,Gini index,SI.POV.GINI,2002,51.2
Luxembourg,LUX,Gini index,SI.POV.GINI,2002,31.0
Moldova,MDA,Gini index,SI.POV.GINI,2002,35.8
Maldives,MDV,Gini index,SI.POV.GINI,2002,41.3
Mexico,MEX,Gini index,SI.POV.GINI,2002,50.6
Mongolia,MNG,Gini index,SI.POV.GINI,2002,32.9
Mozambique,MOZ,Gini index,SI.POV.GINI,2002,47.0
Panama,PAN,Gini index,SI.POV.GINI,2002,56.1
Peru,PER,Gini index,SI.POV.GINI,2002,53.6
Paraguay,PRY,Gini index,SI.POV.GINI,2002,57.3
El Salvador,SLV,Gini index,SI.POV.GINI,2002,51.9
Sweden,SWE,Gini index,SI.POV.GINI,2002,26.2
Thailand,THA,Gini index,SI.POV.GINI,2002,41.9
Uganda,UGA,Gini index,SI.POV.GINI,2002,45.2
Ukraine,UKR,Gini index,SI.POV.GINI,2002,29.0
Uruguay,URY,Gini index,SI.POV.GINI,2002,45.5
United States,USA,Gini index,SI.POV.GINI,2002,40.4
Uzbekistan,UZB,Gini index,SI.POV.GINI,2002,33.0
Venezuela, RB,Gini index,SI.POV.GINI,2002,48.9
Viet Nam,VNM,Gini index,SI.POV.GINI,2002,37.0
Samoa,WSM,Gini index,SI.POV.GINI,2002,40.7
Zambia,ZMB,Gini index,SI.POV.GINI,2002,42.1
Argentina,ARG,Gini index,SI.POV.GINI,2003,51.0
Armenia,ARM,Gini index,SI.POV.GINI,2003,33.0
Australia,AUS,Gini index,SI.POV.GINI,2003,33.5
Austria,AUT,Gini index,SI.POV.GINI,2003,29.5
Azerbaijan,AZE,Gini index,SI.POV.GINI,2003,26.8
Belgium,BEL,Gini index,SI.POV.GINI,2003,28.1
Benin,BEN,Gini index,SI.POV.GINI,2003,38.6
Burkina Faso,BFA,Gini index,SI.POV.GINI,2003,43.3
Belarus,BLR,Gini index,SI.POV.GINI,2003,28.8
Brazil,BRA,Gini index,SI.POV.GINI,2003,57.6
Bhutan,BTN,Gini index,SI.POV.GINI,2003,40.9
Canada,CAN,Gini index,SI.POV.GINI,2003,33.8
Chile,CHL,Gini index,SI.POV.GINI,2003,51.5
Colombia,COL,Gini index,SI.POV.GINI,2003,53.6
Costa Rica,CRI,Gini index,SI.POV.GINI,2003,49.3
Germany,DEU,Gini index,SI.POV.GINI,2003,29.8
Denmark,DNK,Gini index,SI.POV.GINI,2003,25.6
Dominican Republic,DOM,Gini index,SI.POV.GINI,2003,52.1
Ecuador,ECU,Gini index,SI.POV.GINI,2003,53.5
Spain,ESP,Gini index,SI.POV.GINI,2003,31.8
Estonia,EST,Gini index,SI.POV.GINI,2003,37.2
Finland,FIN,Gini index,SI.POV.GINI,2003,27.7
France,FRA,Gini index,SI.POV.GINI,2003,31.4
United Kingdom,GBR,Gini index,SI.POV.GINI,2003,34.9
Georgia,GEO,Gini index,SI.POV.GINI,2003,36.7
Gambia, The,Gini index,SI.POV.GINI,2003,47.3
Greece,GRC,Gini index,SI.POV.GINI,2003,32.8
Honduras,HND,Gini index,SI.POV.GINI,2003,58.1
Indonesia,IDN,Gini index,SI.POV.GINI,2003,29.3
Ireland,IRL,Gini index,SI.POV.GINI,2003,32.9
Iceland,ISL,Gini index,SI.POV.GINI,2003,26.8
Israel,ISR,Gini index,SI.POV.GINI,2003,40.7
Italy,ITA,Gini index,SI.POV.GINI,2003,34.9
Kazakhstan,KAZ,Gini index,SI.POV.GINI,2003,33.7
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,2003,28.7
Luxembourg,LUX,Gini index,SI.POV.GINI,2003,30.2
Moldova,MDA,Gini index,SI.POV.GINI,2003,34.9
Malaysia,MYS,Gini index,SI.POV.GINI,2003,46.4
Namibia,NAM,Gini index,SI.POV.GINI,2003,63.3
Nigeria,NGA,Gini index,SI.POV.GINI,2003,40.1
Norway,NOR,Gini index,SI.POV.GINI,2003,27.6
Nepal,NPL,Gini index,SI.POV.GINI,2003,43.8
Panama,PAN,Gini index,SI.POV.GINI,2003,55.7
Peru,PER,Gini index,SI.POV.GINI,2003,53.1
Philippines,PHL,Gini index,SI.POV.GINI,2003,46.6
Portugal,PRT,Gini index,SI.POV.GINI,2003,38.8
Paraguay,PRY,Gini index,SI.POV.GINI,2003,54.9
Sierra Leone,SLE,Gini index,SI.POV.GINI,2003,40.2
El Salvador,SLV,Gini index,SI.POV.GINI,2003,50.4
Sweden,SWE,Gini index,SI.POV.GINI,2003,25.3
Syrian Arab Republic,SYR,Gini index,SI.POV.GINI,2003,37.5
Chad,TCD,Gini index,SI.POV.GINI,2003,39.8
Tajikistan,TJK,Gini index,SI.POV.GINI,2003,32.7
Ukraine,UKR,Gini index,SI.POV.GINI,2003,28.7
Uruguay,URY,Gini index,SI.POV.GINI,2003,45.0
United States,USA,Gini index,SI.POV.GINI,2003,40.8
Uzbekistan,UZB,Gini index,SI.POV.GINI,2003,35.3
Venezuela, RB,Gini index,SI.POV.GINI,2003,47.9
Kosovo,XKX,Gini index,SI.POV.GINI,2003,29.0
Argentina,ARG,Gini index,SI.POV.GINI,2004,48.5
Armenia,ARM,Gini index,SI.POV.GINI,2004,37.5
Australia,AUS,Gini index,SI.POV.GINI,2004,33.1
Austria,AUT,Gini index,SI.POV.GINI,2004,29.8
Azerbaijan,AZE,Gini index,SI.POV.GINI,2004,26.6
Belgium,BEL,Gini index,SI.POV.GINI,2004,30.5
Bosnia and Herzegovina,BIH,Gini index,SI.POV.GINI,2004,34.0
Belarus,BLR,Gini index,SI.POV.GINI,2004,26.5
Bolivia,BOL,Gini index,SI.POV.GINI,2004,55.0
Brazil,BRA,Gini index,SI.POV.GINI,2004,56.5
Canada,CAN,Gini index,SI.POV.GINI,2004,33.8
Switzerland,CHE,Gini index,SI.POV.GINI,2004,31.6
Congo, Dem. Rep.,Gini index,SI.POV.GINI,2004,41.6
Colombia,COL,Gini index,SI.POV.GINI,2004,55.0
Comoros,COM,Gini index,SI.POV.GINI,2004,55.9
Costa Rica,CRI,Gini index,SI.POV.GINI,2004,48.4
Cyprus,CYP,Gini index,SI.POV.GINI,2004,30.1
Czechia,CZE,Gini index,SI.POV.GINI,2004,27.5
Germany,DEU,Gini index,SI.POV.GINI,2004,30.2
Denmark,DNK,Gini index,SI.POV.GINI,2004,24.9
Dominican Republic,DOM,Gini index,SI.POV.GINI,2004,52.0
Ecuador,ECU,Gini index,SI.POV.GINI,2004,53.9
Egypt, Arab Rep.,Gini index,SI.POV.GINI,2004,31.8
Spain,ESP,Gini index,SI.POV.GINI,2004,33.3
Estonia,EST,Gini index,SI.POV.GINI,2004,33.6
Ethiopia,ETH,Gini index,SI.POV.GINI,2004,29.8
Finland,FIN,Gini index,SI.POV.GINI,2004,27.9
France,FRA,Gini index,SI.POV.GINI,2004,30.6
United Kingdom,GBR,Gini index,SI.POV.GINI,2004,34.8
Georgia,GEO,Gini index,SI.POV.GINI,2004,36.2
Greece,GRC,Gini index,SI.POV.GINI,2004,33.6
Honduras,HND,Gini index,SI.POV.GINI,2004,58.1
Hungary,HUN,Gini index,SI.POV.GINI,2004,29.9
Indonesia,IDN,Gini index,SI.POV.GINI,2004,30.4
India,IND,Gini index,SI.POV.GINI,2004,34.0
Ireland,IRL,Gini index,SI.POV.GINI,2004,33.6
Iceland,ISL,Gini index,SI.POV.GINI,2004,28.0
Israel,ISR,Gini index,SI.POV.GINI,2004,41.5
Italy,ITA,Gini index,SI.POV.GINI,2004,34.3
Jamaica,JAM,Gini index,SI.POV.GINI,2004,45.5
Kazakhstan,KAZ,Gini index,SI.POV.GINI,2004,31.8
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,2004,34.8
Lithuania,LTU,Gini index,SI.POV.GINI,2004,37.0
Luxembourg,LUX,Gini index,SI.POV.GINI,2004,30.2
Latvia,LVA,Gini index,SI.POV.GINI,2004,36.4
Moldova,MDA,Gini index,SI.POV.GINI,2004,35.0
Mexico,MEX,Gini index,SI.POV.GINI,2004,50.3
Mauritania,MRT,Gini index,SI.POV.GINI,2004,40.2
Malawi,MWI,Gini index,SI.POV.GINI,2004,39.9
Netherlands,NLD,Gini index,SI.POV.GINI,2004,29.8
Norway,NOR,Gini index,SI.POV.GINI,2004,31.6
Pakistan,PAK,Gini index,SI.POV.GINI,2004,30.9
Panama,PAN,Gini index,SI.POV.GINI,2004,54.8
Peru,PER,Gini index,SI.POV.GINI,2004,49.9
Poland,POL,Gini index,SI.POV.GINI,2004,38.0
Portugal,PRT,Gini index,SI.POV.GINI,2004,38.9
Paraguay,PRY,Gini index,SI.POV.GINI,2004,52.3
West Bank and Gaza,PSE,Gini index,SI.POV.GINI,2004,34.0
El Salvador,SLV,Gini index,SI.POV.GINI,2004,47.8
Slovak Republic,SVK,Gini index,SI.POV.GINI,2004,27.1
Slovenia,SVN,Gini index,SI.POV.GINI,2004,24.8
Sweden,SWE,Gini index,SI.POV.GINI,2004,26.1
Thailand,THA,Gini index,SI.POV.GINI,2004,42.5
Tajikistan,TJK,Gini index,SI.POV.GINI,2004,33.6
Ukraine,UKR,Gini index,SI.POV.GINI,2004,28.9
Uruguay,URY,Gini index,SI.POV.GINI,2004,45.9
United States,USA,Gini index,SI.POV.GINI,2004,40.3
Venezuela, RB,Gini index,SI.POV.GINI,2004,47.3
Viet Nam,VNM,Gini index,SI.POV.GINI,2004,36.8
Zambia,ZMB,Gini index,SI.POV.GINI,2004,54.3
Albania,ALB,Gini index,SI.POV.GINI,2005,30.6
Argentina,ARG,Gini index,SI.POV.GINI,2005,47.8
Armenia,ARM,Gini index,SI.POV.GINI,2005,36.0
Austria,AUT,Gini index,SI.POV.GINI,2005,28.7
Azerbaijan,AZE,Gini index,SI.POV.GINI,2005,26.6
Belgium,BEL,Gini index,SI.POV.GINI,2005,29.3
Bangladesh,BGD,Gini index,SI.POV.GINI,2005,33.2
Belarus,BLR,Gini index,SI.POV.GINI,2005,27.6
Bolivia,BOL,Gini index,SI.POV.GINI,2005,58.5
Brazil,BRA,Gini index,SI.POV.GINI,2005,56.3
Canada,CAN,Gini index,SI.POV.GINI,2005,33.6
China,CHN,Gini index,SI.POV.GINI,2005,40.9
Congo, Rep.,Gini index,SI.POV.GINI,2005,47.3
Colombia,COL,Gini index,SI.POV.GINI,2005,53.9
Costa Rica,CRI,Gini index,SI.POV.GINI,2005,47.5
Cyprus,CYP,Gini index,SI.POV.GINI,2005,30.3
Czechia,CZE,Gini index,SI.POV.GINI,2005,26.9
Germany,DEU,Gini index,SI.POV.GINI,2005,31.7
Denmark,DNK,Gini index,SI.POV.GINI,2005,25.2
Dominican Republic,DOM,Gini index,SI.POV.GINI,2005,50.0
Ecuador,ECU,Gini index,SI.POV.GINI,2005,53.0
Spain,ESP,Gini index,SI.POV.GINI,2005,32.4
Estonia,EST,Gini index,SI.POV.GINI,2005,33.4
Finland,FIN,Gini index,SI.POV.GINI,2005,27.6
France,FRA,Gini index,SI.POV.GINI,2005,29.8
Micronesia, Fed. Sts.,Gini index,SI.POV.GINI,2005,42.4
Gabon,GAB,Gini index,SI.POV.GINI,2005,42.2
United Kingdom,GBR,Gini index,SI.POV.GINI,2005,35.5
Georgia,GEO,Gini index,SI.POV.GINI,2005,37.4
Ghana,GHA,Gini index,SI.POV.GINI,2005,42.8
Greece,GRC,Gini index,SI.POV.GINI,2005,34.6
Honduras,HND,Gini index,SI.POV.GINI,2005,59.5
Hungary,HUN,Gini index,SI.POV.GINI,2005,34.7
Indonesia,IDN,Gini index,SI.POV.GINI,2005,29.9
Ireland,IRL,Gini index,SI.POV.GINI,2005,33.8
Iran, Islamic Rep.,Gini index,SI.POV.GINI,2005,43.6
Iceland,ISL,Gini index,SI.POV.GINI,2005,29.0
Israel,ISR,Gini index,SI.POV.GINI,2005,42.3
Italy,ITA,Gini index,SI.POV.GINI,2005,33.8
Kazakhstan,KAZ,Gini index,SI.POV.GINI,2005,39.8
Kenya,KEN,Gini index,SI.POV.GINI,2005,46.4
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,2005,32.6
Lithuania,LTU,Gini index,SI.POV.GINI,2005,35.3
Luxembourg,LUX,Gini index,SI.POV.GINI,2005,30.8
Latvia,LVA,Gini index,SI.POV.GINI,2005,39.0
Moldova,MDA,Gini index,SI.POV.GINI,2005,36.3
Madagascar,MDG,Gini index,SI.POV.GINI,2005,39.9
Mexico,MEX,Gini index,SI.POV.GINI,2005,50.9
Niger,NER,Gini index,SI.POV.GINI,2005,44.4
Nicaragua,NIC,Gini index,SI.POV.GINI,2005,48.8
Netherlands,NLD,Gini index,SI.POV.GINI,2005,29.0
Norway,NOR,Gini index,SI.POV.GINI,2005,30.6
Pakistan,PAK,Gini index,SI.POV.GINI,2005,31.3
Panama,PAN,Gini index,SI.POV.GINI,2005,53.8
Peru,PER,Gini index,SI.POV.GINI,2005,50.4
Poland,POL,Gini index,SI.POV.GINI,2005,35.8
Portugal,PRT,Gini index,SI.POV.GINI,2005,38.5
Paraguay,PRY,Gini index,SI.POV.GINI,2005,51.4
West Bank and Gaza,PSE,Gini index,SI.POV.GINI,2005,34.7
Rwanda,RWA,Gini index,SI.POV.GINI,2005,52.0
Senegal,SEN,Gini index,SI.POV.GINI,2005,39.2
Solomon Islands,SLB,Gini index,SI.POV.GINI,2005,46.1
El Salvador,SLV,Gini index,SI.POV.GINI,2005,48.5
Slovak Republic,SVK,Gini index,SI.POV.GINI,2005,29.3
Slovenia,SVN,Gini index,SI.POV.GINI,2005,24.6
Sweden,SWE,Gini index,SI.POV.GINI,2005,26.8
Tunisia,TUN,Gini index,SI.POV.GINI,2005,37.7
Uganda,UGA,Gini index,SI.POV.GINI,2005,42.9
Ukraine,UKR,Gini index,SI.POV.GINI,2005,29.0
Uruguay,URY,Gini index,SI.POV.GINI,2005,44.7
United States,USA,Gini index,SI.POV.GINI,2005,41.0
Venezuela, RB,Gini index,SI.POV.GINI,2005,49.3
Kosovo,XKX,Gini index,SI.POV.GINI,2005,31.2
Yemen, Rep.,Gini index,SI.POV.GINI,2005,34.7
South Africa,ZAF,Gini index,SI.POV.GINI,2005,64.8
Argentina,ARG,Gini index,SI.POV.GINI,2006,46.4
Armenia,ARM,Gini index,SI.POV.GINI,2006,29.7
Austria,AUT,Gini index,SI.POV.GINI,2006,29.6
Burundi,BDI,Gini index,SI.POV.GINI,2006,33.4
Belgium,BEL,Gini index,SI.POV.GINI,2006,28.1
Bulgaria,BGR,Gini index,SI.POV.GINI,2006,35.7
Belarus,BLR,Gini index,SI.POV.GINI,2006,28.3
Bolivia,BOL,Gini index,SI.POV.GINI,2006,56.7
Brazil,BRA,Gini index,SI.POV.GINI,2006,55.6
Canada,CAN,Gini index,SI.POV.GINI,2006,34.1
Switzerland,CHE,Gini index,SI.POV.GINI,2006,33.9
Chile,CHL,Gini index,SI.POV.GINI,2006,47.7
Costa Rica,CRI,Gini index,SI.POV.GINI,2006,49.3
Cyprus,CYP,Gini index,SI.POV.GINI,2006,31.1
Czechia,CZE,Gini index,SI.POV.GINI,2006,26.7
Germany,DEU,Gini index,SI.POV.GINI,2006,31.0
Denmark,DNK,Gini index,SI.POV.GINI,2006,25.9
Dominican Republic,DOM,Gini index,SI.POV.GINI,2006,52.0
Ecuador,ECU,Gini index,SI.POV.GINI,2006,52.2
Spain,ESP,Gini index,SI.POV.GINI,2006,33.5
Estonia,EST,Gini index,SI.POV.GINI,2006,33.7
Finland,FIN,Gini index,SI.POV.GINI,2006,28.0
France,FRA,Gini index,SI.POV.GINI,2006,29.7
United Kingdom,GBR,Gini index,SI.POV.GINI,2006,35.9
Georgia,GEO,Gini index,SI.POV.GINI,2006,36.9
Greece,GRC,Gini index,SI.POV.GINI,2006,35.1
Guatemala,GTM,Gini index,SI.POV.GINI,2006,54.6
Honduras,HND,Gini index,SI.POV.GINI,2006,57.5
Hungary,HUN,Gini index,SI.POV.GINI,2006,28.3
Indonesia,IDN,Gini index,SI.POV.GINI,2006,31.5
Ireland,IRL,Gini index,SI.POV.GINI,2006,32.7
Iran, Islamic Rep.,Gini index,SI.POV.GINI,2006,44.8
Iraq,IRQ,Gini index,SI.POV.GINI,2006,28.6
Iceland,ISL,Gini index,SI.POV.GINI,2006,30.2
Israel,ISR,Gini index,SI.POV.GINI,2006,41.6
Italy,ITA,Gini index,SI.POV.GINI,2006,33.7
Jordan,JOR,Gini index,SI.POV.GINI,2006,33.9
Kazakhstan,KAZ,Gini index,SI.POV.GINI,2006,30.2
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,2006,37.4
Kiribati,KIR,Gini index,SI.POV.GINI,2006,37.0
Korea, Rep.,Gini index,SI.POV.GINI,2006,31.7
Sri Lanka,LKA,Gini index,SI.POV.GINI,2006,39.7
Lithuania,LTU,Gini index,SI.POV.GINI,2006,34.4
Luxembourg,LUX,Gini index,SI.POV.GINI,2006,30.9
Latvia,LVA,Gini index,SI.POV.GINI,2006,35.6
Morocco,MAR,Gini index,SI.POV.GINI,2006,40.7
Moldova,MDA,Gini index,SI.POV.GINI,2006,35.4
Mexico,MEX,Gini index,SI.POV.GINI,2006,49.7
Mali,MLI,Gini index,SI.POV.GINI,2006,38.9
Malta,MLT,Gini index,SI.POV.GINI,2006,28.0
Mauritius,MUS,Gini index,SI.POV.GINI,2006,35.7
Malaysia,MYS,Gini index,SI.POV.GINI,2006,44.8
Netherlands,NLD,Gini index,SI.POV.GINI,2006,30.0
Norway,NOR,Gini index,SI.POV.GINI,2006,26.4
Panama,PAN,Gini index,SI.POV.GINI,2006,54.6
